questionID,originalQuestionID,totalPossiblePoint,AnswerKey,isMultipleChoiceQuestion,includesDiagram,examName,schoolGrade,year,question,subject,isTest,isDev,,,,,,
SCI5_Q130157,1d2dd44ba9d746afbe838a63e1f60253,1,C,1,0,EXAMGEN,5,2015,"The fifth grade students at Excellence School are taking care of the school patio. After a few months of cleaning, planting, and watering the plants, they observe that new insects, birds, and butterflies are visiting the patio. This happens because the ___. (A) wild animals like how the patio looks now (B) principal feels relaxed when sitting out on the patio (C) wild animals can find shelter and food in the new habitat (D) All of the answers are correct.",Science,1,0,,,,,,
SCI5_Q130170,b5cd620d11d74ae9a393b25405d011c2,1,C,1,0,EXAMGEN,5,2015,"To represent the mass of different objects in a classroom, the students can construct a ___. (A) Venn diagram (B) list (C) bar graph (D) None of the answers are correct.",Science,1,1,,,,,,
SCI5_Q130171,ff87b7a6c374401f93a8181d87b0ead1,1,B,1,0,EXAMGEN,5,2015,Which is the best way to represent the data collected in a growth chart? (A) Venn Diagram (B) Bar graph (C) Pyramid (D) List,Science,1,0,,,,,,
SCI5_Q130202,83b8857c0ff34a2f9d856914469743c5,1,C,1,0,EXAMGEN,5,2015,Fifth grade students collect data of the daily temperature from their school weather station over four weeks. The students will use the data collected in a graph to ___. (A) make a colorful graph about team sports for the classroom bulletin board (B) make a survey in the school about which season the students prefer (C) analyze and make conclusions about weather patterns and trends in their city (D) show how many sunny days they had during the last month,Science,1,0,,,,,,
SCI5_Q130205,bfe8ad8278c44bc1981e3cb1c0d0a681,1,B,1,0,EXAMGEN,5,2015,"A student mixes salt and water and observes the mixture for five days. She sees that as the level of water lowers, salt crystals remain in the cup. From this observation, she concludes that the ___. (A) combination of salt and water cannot be separated (B) ingredients in the mixture are separated when the water evaporates (C) ingredients in the mixture are separated when the water condenses (D) saltwater remains the same",Science,1,0,,,,,,
SCI5_Q130207,24d46974091845588ff90d1449e4dee7,1,B,1,0,EXAMGEN,5,2015,Selina has a house with solar panels and it is located in an area with few trees. Which is the most likely reason that the house is not located in a heavily forested area? (A) The trees may fall and damage the solar panels. (B) Trees block the sunlight. (C) It rains a lot in forested areas. (D) There are too many organisms located in forested areas.,Science,1,0,,,,,,
SCI5_Q130227,2e1b4421fc044b88b2010837f1033476,1,C,1,0,EXAMGEN,5,2015,Martha takes a survey to determine which is the most popular TV show among all fifth graders at her school. She concludes that one show is the most popular to 90% of the fifth grade. All of the following would cause people to question her conclusion except ___. (A) she lost several of the surveys people returned to her (B) she only asked her girl friends to complete the survey (C) she only had fifth graders completed the survey (D) she only allowed people to choose from two shows,Science,1,0,,,,,,
SCI5_Q130228,b4b02719a3014d2b80aee0980e0cab11,1,B,1,0,EXAMGEN,5,2015,"Mary likes to make popcorn in the microwave. She heats one bag for three minutes and gets perfect popcorn. One day, she and a friend try to make two bags at once, but they notice that not all of the popcorn pops when heated for three minutes. She experiments with different times and finds that two bags require five minutes to produce the fewest unpopped kernels. She concludes that the increased mass of popcorn kernels requires more heat and more time to cook. To support her conclusion, Mary would have recorded all of the following except ___. (A) time in the microwave (B) calories in the popcorn (C) number of unpopped kernels (D) mass of the popcorn",Science,1,1,,,,,,
SCI5_Q130233,ec8a61c4c900437ca982889eacbcbb09,1,A,1,0,EXAMGEN,5,2015,Lisa designed an investigation to see if her cat prefers warm or cold water. What should she do first? (A) Provide two bowls of water with different temperatures to her cat at the same time (B) Give her cat some food (C) Give her cat the warm water one day and cold water another day (D) Dip her cat into a bath of cold water and then into a bath of warm water,Science,1,1,,,,,,
SCI5_Q130235,153111eef9e34dd2af5f72ea3dbd2771,1,D,1,0,EXAMGEN,5,2015,"A student measures the growth of a bean plant over two weeks and records the plant height in a chart. To better promote the plant growth, the student should ___. (A) change the plant to a smaller container (B) put some music close to the plant (C) put the plant in a dark place and water it every two days (D) put the plant close to a light source and water it frequently",Science,1,0,,,,,,
SCI5_Q130236,2ad3c4cc0adc43cd813ad010e657dd4e,1,B,1,0,EXAMGEN,5,2015,Trevor wanted to determine if beetles preferred a moist soil or a dry soil. He put dry clay on one side of the box and wet sand on the other side. He placed a beetle inside the box to see which side it spent more time on. What did Trevor do wrong in this experiment? (A) He should have used a stopwatch to time the beetle. (B) He should have used the same type of soil for both sides and only varied the amount of water in the soil. (C) He should have added water to the clay as well. (D) He should have made two completely separate environments.,Science,1,0,,,,,,
SCI5_Q130237,760413d3fe76418ba8c4cd5874ea2712,1,C,1,0,EXAMGEN,5,2015,"Eric wanted to know which liquid reached the boiling point the quickest, water or milk. He placed 20 mL of water on a stove and 20 mL of milk in the microwave. He then used a stopwatch to time how long it took both to reach the boiling point. What should he have done differently? (A) He should have put a cover on both liquids. (B) He should have used 25 mL instead of 20 mL. (C) He should have used the same heating device for both liquids. (D) He should have used juice instead of milk.",Science,1,1,,,,,,
SCI5_Q130238,5bb5fc8be2714f3d88c31f648834b909,1,A,1,0,EXAMGEN,5,2015,Erin wanted to determine how much sunlight a plant needed to grow. She placed a cactus in an area with little sunlight and a corn plant in an area with a lot of sunlight. What is wrong with this experimental setup? (A) Erin needed to use the same type of plant. (B) Both plants require the same amount of water. (C) The cactus should be located inside. (D) The amount of sunlight should be the same.,Science,1,0,,,,,,
SCI5_Q130239,6f83ab205f3048e6b3cfbc1d37dddb35,1,C,1,0,EXAMGEN,5,2015,Mason designed an investigation to see which brand of food his dog preferred. He gave his dog Mighty Pup food one day and Jump Start food another day. What is wrong with Mason's investigation? (A) He did not use a stopwatch to time how long it took his dog to eat the food. (B) He did not make sure that his dog was hungry. (C) He should give both brands of dog food to his dog at the same time. (D) He did not make sure that he gave the same amount of food on both days.,Science,1,0,,,,,,
SCI5_Q130312,e02377007b874943a14742d9fb9b249c,1,A,1,0,EXAMGEN,5,2015,"While visiting a local pond, a student decided to gather animal specimens. What instrument should the student use? (A) Collecting net (B) Beaker (C) Graduated cylinder (D) Goggles",Science,1,0,,,,,,
SCI5_Q130315,815081d7dbd546a3b87487393ccb9f7d,1,B,1,0,EXAMGEN,5,2015,A student wants to observe the parts of a butterfly closely. What instrument would be beneficial? (A) Beaker (B) Magnifying glass (C) Balance scale (D) Hot plate,Science,1,0,,,,,,
SCI5_Q130316,94919678bf844be8b688d30ab804c599,1,B,1,0,EXAMGEN,5,2015,Jessica needs to determine the texture of a rock. What instrument should she use? (A) Gloves (B) Magnifying glass (C) Magnet (D) Ruler,Science,1,0,,,,,,
SCI5_Q130319,2084279fc94d441ab06938dfa0c60533,1,B,1,0,EXAMGEN,5,2015,Students are studying the life cycle of a mealworm. Which tool would best help the students examine physical characteristics of the mealworm? (A) Balance (B) Magnifying glass (C) Thermometer (D) Hot plate,Science,1,1,,,,,,
SCI5_Q130325,425e1592da604a7a8fb29aa2d29ee22a,1,B,1,0,EXAMGEN,5,2015,Which piece of equipment would you use to measure mass? (A) Microscope (B) Triple beam balance (C) Ruler (D) Meter stick,Science,1,1,,,,,,
SCI5_Q130333,33705425514a4ea182a3829f76b31adb,1,C,1,0,EXAMGEN,5,2015,"To view the scales on a butterfly's wing, which of the following tools would you use? (A) Telescope (B) Goggles (C) Microscope (D) Collecting net",Science,1,0,,,,,,
SCI5_Q130339,25aaa1c753bf46ea975226eaa043fa06,1,C,1,0,EXAMGEN,5,2015,"To measure the volume of a shoebox and a glass of milk, you should use a ___. (A) measuring tape and balance (B) thermometer and graduated cylinder (C) measuring tape and graduated cylinder (D) balance and stopwatch",Science,1,0,,,,,,
SCI5_Q130341,621d59a38add4de1900f5e1df29171a8,1,C,1,0,EXAMGEN,5,2015,Which piece of equipment would you use to measure length? (A) Magnet (B) Collecting net (C) Meter stick (D) Compass,Science,1,1,,,,,,
SCI5_Q130343,a341298ec4104252808ec6fafd2a243e,1,B,1,0,EXAMGEN,5,2015,A student wants to determine which ball will roll down the hill the fastest. What tools would be beneficial to this student? (A) Compass and thermometer (B) Stopwatch and meter stick (C) Meter stick and triple beam balance (D) Stopwatch and ruler,Science,1,1,,,,,,
SCI5_Q130347,3e25515d32b54b80ae7e4800345e9a62,1,B,1,0,EXAMGEN,5,2015,"To test the conductivity of different objects, the class was required to bring water to a boil. Which of the following tools would be needed to conduct this experiment? (A) Timing device (B) Hot plate (C) Balance (D) Ruler",Science,1,0,,,,,,
SCI5_Q130350,1989d9c3d6044d0aa41a76fe018e9144,1,C,1,0,EXAMGEN,5,2015,"Monica's science teacher asked her if she knew of a way to separate a mixture of rocks, sand, and iron filings. Monica knew, and she began to explain to her teacher that the rocks could be picked out by hand, then an object that attracts metal could be used to separate the sand from the iron filings. Which of the following could be used to separate the iron filings? (A) Balance (B) Cup of water (C) Magnet (D) Glass plate",Science,1,0,,,,,,
SCI5_Q130351,4659958d2be843659f42e7118394f434,1,B,1,0,EXAMGEN,5,2015,Which tool would be most useful to separate a mixture of iron filings and sand? (A) Graduated cylinder (B) Magnet (C) Hot plate (D) Thermometer,Science,1,1,,,,,,
SCI5_Q130359,8660aac8635a4738b6b8d62e2e913a17,1,C,1,0,EXAMGEN,5,2015,Which of the following tools would you use to determine the interval between frog croaks? (A) Compass (B) Balance (C) Timing device (D) Collecting net,Science,1,1,,,,,,
SCI5_Q130365,6a46e895b8c6456eb9ed61e522aa9137,1,B,1,0,EXAMGEN,5,2015,Which tool is used to measure the temperature at which water freezes? (A) Stopwatch (B) Thermometer (C) Microscope (D) Metric ruler,Science,1,0,,,,,,
SCI5_Q130367,57b9d51282b94df695c6f6462de2fc91,1,C,1,0,EXAMGEN,5,2015,"While making fudge, a mixture must be heated to 235 degrees for seven minutes. Which two tools are needed to ensure the directions are followed to make fudge? (A) Ruler and graduated cylinder (B) Graduated cylinder and thermometer (C) Timer and thermometer (D) Timer and meter stick",Science,1,0,,,,,,
SCI5_Q130373,5c8ae6c4ba97402a82335193d0aef721,1,C,1,0,EXAMGEN,5,2015,A balance would be the best tool for measuring which of the following? (A) Length of a tree branch (B) Transparency of a lens (C) Mass of a shell (D) Color of a lemon peel,Science,1,0,,,,,,
SCI5_Q130377,d384f97147f9431ca4e64dbcc24a9dac,1,D,1,0,EXAMGEN,5,2015,A centimeter ruler would be the best tool for measuring which of the following? (A) Mass of a gram weight (B) Volume of a plastic container (C) Luster of a shiny rock (D) Length of the bottom of an aquarium,Science,1,0,,,,,,
SCI5_Q130396,02966f796b444290a2dd9fa9c3983f17,1,A,1,0,EXAMGEN,5,2015,Anita read a Fahrenheit thermometer before she made plans to play with her friends for the day. The thermometer read 96 degrees. Which outdoor activity listed below could Anita and her friends do that would best suit the current temperature outside? (A) Go swimming (B) Take a walk with their umbrellas (C) Build snowmen (D) Go sledding,Science,1,1,,,,,,
SCI5_Q130399,1ed0c87a06a64472a0adff4fbc3f9096,1,B,1,0,EXAMGEN,5,2015,"Before Doneisha got dressed on Saturday morning, she checked the Celsius thermometer in the kitchen window. It read 4 degrees. What should Doneisha wear to school today to match the current temperature outside? (A) T-shirt and flip-flops (B) Sweater and a jacket (C) Short-sleeved shirt and jeans (D) Pair of shorts and sandals",Science,1,0,,,,,,
SCI5_Q130400,aee847604a9440ef97cf44bb529fb5bf,1,D,1,0,EXAMGEN,5,2015,A group of students were asked to explore the classroom to find five magnetic objects. All of the following materials could be used in their exploration to prove an item is magnetic except ___. (A) iron filings (B) horseshoe magnet (C) bar magnet (D) rubber band,Science,1,0,,,,,,
SCI5_Q130401,d56f12a118ff45d8a33f7f094f926a10,1,B,1,0,EXAMGEN,5,2015,Lisa is doing an investigation on beetles. She needs to find more information about the habitats and characteristics of different types of beetles. What could she do to find the most recent information about her topic? (A) Find a book on beetles in the library (B) Research beetles on a computer (C) Look through a classroom textbook (D) Ask her classmates,Science,1,1,,,,,,
TAKS_2009_5_1,1,1,D,1,0,TAKS,5,2009,"Which of the following items is necessary in a laboratory for safety purposes?
 
 A Triple-beam balance
 B Metric ruler
 C Computer monitor
 D Fire extinguisher",science,,0,,,,,,
TAKS_2009_5_1,1,1,D,1,0,TAKS,5,2009,Which of the following items is necessary in a laboratory for safety purposes?    (A) Triple-beam balance (B) Metric ruler (C) Computer monitor (D) Fire extinguisher,science,1,0,,,,,,
TAKS_2009_5_14,14,1,F,1,0,TAKS,5,2009,"A fork falls off the edge of a table. Which force moves the fork toward the floor?
 
 F The pull of Earth’s gravity
 G The pull of Earth’s rotation
 H The push of the table
 J The push of air pressure",science,1,0,,,,,,
TAKS_2009_5_14,14,1,A,1,0,TAKS,5,2009,A fork falls off the edge of a table. Which force moves the fork toward the floor?    (A) The pull of Earth’s gravity (B) The pull of Earth’s rotation (C) The push of the table (D) The push of air pressure,science,1,0,,,,,,
TAKS_2009_5_14,14,1,A,1,0,TAKS,5,2009,A fork falls off the edge of a table. Which force moves the fork toward the floor? (A) The pull of Earth’s gravity (B) The pull of Earth’s rotation (C) The push of the table (D) The push of air pressure,science,1,1,,,,,,
TAKS_2009_5_18,18,1,J,1,0,TAKS,5,2009,"Which of these is the center of our solar system?
 
 F Mars
 G The moon
 H Jupiter
 J The sun",science,,0,,,,,,
TAKS_2009_5_18,18,1,D,1,0,TAKS,5,2009,Which of these is the center of our solar system?    (A) Mars (B) The moon (C) Jupiter (D) The sun,science,1,0,,,,,,
TAKS_2009_5_2,2,1,G,1,0,TAKS,5,2009,"The brown fur of the arctic hare turns white in winter. How does this color change most likely help the arctic hare?
 
 F It helps the animal save water.
 G It helps the animal hide from predators.
 H It helps keep the animal cool.
 J It helps protect the animal from disease.",science,,1,,,,,,
TAKS_2009_5_2,2,1,B,1,0,TAKS,5,2009,The brown fur of the arctic hare turns white in winter. How does this color change most likely help the arctic hare?    (A) It helps the animal save water. (B) It helps the animal hide from predators. (C) It helps keep the animal cool. (D) It helps protect the animal from disease.,science,1,0,,,,,,
TAKS_2009_5_20,20,1,C,1,0,TAKS,5,2009,One example of a trait passed from a parent plant to its offspring is ___. (A) the amount of water in the plant’s environment (B) the amount of sunlight shining on the plant (C) the color of the flowers on the plant (D) the nutrients in the soil where the plant grows,science,1,1,,,,,,
TAKS_2009_5_20,20,1,H,1,0,TAKS,5,2009,"One example of a trait passed from a parent plant to its offspring is —
 
 F the amount of water in the plant’s environment
 G the amount of sunlight shining on the plant
 H the color of the flowers on the plant
 J the nutrients in the soil where the plant grows",science,,0,,,,,,
TAKS_2009_5_20,20,1,C,1,0,TAKS,5,2009,One example of a trait passed from a parent plant to its offspring is    (A) the amount of water in the plant’s environment (B) the amount of sunlight shining on the plant (C) the color of the flowers on the plant (D) the nutrients in the soil where the plant grows,science,1,1,,,,,,
TAKS_2009_5_21,21,1,B,1,0,TAKS,5,2009,"Which of the following is best classified as a nonrenewable resource?
 
 A Grass
 B Aluminum
 C Sunlight
 D Oxygen",science,,1,,,,,,
TAKS_2009_5_21,21,1,B,1,0,TAKS,5,2009,Which of the following is best classified as a nonrenewable resource?    (A) Grass (B) Aluminum (C) Sunlight (D) Oxygen,science,,1,,,,,,
TAKS_2009_5_21,21,1,B,1,0,TAKS,5,2009,Which of the following is best classified as a nonrenewable resource? (A) Grass (B) Aluminum (C) Sunlight (D) Oxygen,science,1,0,,,,,,
TAKS_2009_5_23,23,1,C,1,0,TAKS,5,2009,The Davis Mountains in West Texas used to be taller than they are now. Which of the following conditions most likely caused the mountains to become shorter over time?    (A) Heat and pressure (B) Soil deposition (C) Rain and wind (D) River formation,science,1,1,,,,,,
TAKS_2009_5_25,25,1,C,1,0,TAKS,5,2009,Clouds bring rain and snow to Earth’s surface. How do rain and snow most support life on Earth? (A) They cool the land surface. (B) They carry acids into the soil. (C) They bring freshwater to land organisms. (D) They build up mountains.,science,1,0,,,,,,
TAKS_2009_5_25,25,1,C,1,0,TAKS,5,2009,Clouds bring rain and snow to Earth’s surface. How do rain and snow most support life on Earth?    (A) They cool the land surface. (B) They carry acids into the soil. (C) They bring freshwater to land organisms. (D) They build up mountains.,science,1,1,,,,,,
TAKS_2009_5_26,26,1,F,1,0,TAKS,5,2009,"Which of the following can be found on both Earth and the moon?
 
 F Hills
 G Thick atmosphere
 H Thunderstorms
 J Oceans",science,,0,,,,,,
TAKS_2009_5_26,26,1,A,1,0,TAKS,5,2009,Which of the following can be found on both Earth and the moon?    (A) Hills (B) Thick atmosphere (C) Thunderstorms (D) Oceans,science,,0,,,,,,
TAKS_2009_5_28,28,1,C,1,0,TAKS,5,2009,Which of the following happens in our solar system? (A) Earth revolves around the sun once per day. (B) The moon revolves around Earth once per day. (C) Earth revolves around the sun once per year. (D) The moon revolves around Earth once per year.,science,1,0,,,,,,
TAKS_2009_5_28,28,1,C,1,0,TAKS,5,2009,Which of the following happens in our solar system?    (A) Earth revolves around the sun once per day. (B) The moon revolves around Earth once per day. (C) Earth revolves around the sun once per year. (D) The moon revolves around Earth once per year.,science,1,1,,,,,,
TAKS_2009_5_29,29,1,C,1,0,TAKS,5,2009,"Which two properties of a crayon will stay about the same after the crayon is melted?
 
 A Shape and physical state
 B Temperature and hardness
 C Color and mass
 D Thickness and texture",science,,0,,,,,,
TAKS_2009_5_29,29,1,C,1,0,TAKS,5,2009,Which two properties of a crayon will stay about the same after the crayon is melted?    (A) Shape and physical state (B) Temperature and hardness (C) Color and mass (D) Thickness and texture,science,,0,,,,,,
TAKS_2009_5_29,29,1,C,1,0,TAKS,5,2009,Which two properties of a crayon will stay about the same after the crayon is melted? (A) Shape and physical state (B) Temperature and hardness (C) Color and mass (D) Thickness and texture,science,1,0,,,,,,
TAKS_2009_5_30,30,1,F,1,0,TAKS,5,2009,"Some students wanted to make a model to show how the size of the moon compares with the size of Earth. They used an orange to represent the moon. Which of the following would best represent Earth?
 
 F A cantaloupe
 G A grape
 H A lime
 J A cherry",science,,0,,,,,,
TAKS_2009_5_30,30,1,A,1,0,TAKS,5,2009,Some students wanted to make a model to show how the size of the moon compares with the size of Earth. They used an orange to represent the moon. Which of the following would best represent Earth?    (A) A cantaloupe (B) A grape (C) A lime (D) A cherry,science,,0,,,,,,
TAKS_2009_5_33,33,1,C,1,0,TAKS,5,2009,Which of the following animal features most helps the animal move around in its habitat?    (A) A bird’s sharp beak (B) A cow’s tail (C) A sea turtle’s flippers (D) A black bear’s fur,science,1,0,,,,,,
TAKS_2009_5_34,34,1,D,1,0,TAKS,5,2009,The picture shows a clear glass marble on top of some words. Some of the letters look different because light    (A) bounces as it reaches the marble (B) changes color as it enters the marble (C) shines less brightly behind the marble (D) bends as it passes through the marble,science,1,0,,,,,,
TAKS_2009_5_36,36,1,A,1,0,TAKS,5,2009,"When a dog sees a cat, a message travels from the dog’s eyes to the dog’s    (A) brain (B) nose (C) paws (D) muscles",science,1,0,,,,,,
TAKS_2009_5_39,39,1,C,1,0,TAKS,5,2009,Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?    (A) Having excellent hearing (B) Living six to seven years (C) Dropping nuts in front of cars (D) Having black feathers,science,1,1,,,,,,
TAKS_2009_5_39,39,1,C,1,0,TAKS,5,2009,"Crows are found throughout many parts of the world. They are black birds with excellent hearing. In the wild they live for six to seven years. Some crows in Japan open hard-shelled nuts by dropping them in front of moving cars. Which of these is a learned behavior?
 
 A Having excellent hearing
 B Living six to seven years
 C Dropping nuts in front of cars
 D Having black feathers",science,,0,,,,,,
TAKS_2009_5_5,5,1,B,1,0,TAKS,5,2009,Ice cream in a bowl changed from solid to liquid in a few minutes. Which of the following most likely caused this change?    (A) Bacteria grew in the ice cream. (B) Heat was added to the ice cream. (C) Water evaporated from the ice cream. (D) Frozen berries were sprinkled on the ice cream.,science,1,0,,,,,,
TAKS_2009_5_6,6,1,A,1,0,TAKS,5,2009,"A student wants to find out how many different kinds of birds are found in a park. In addition to a bird identification book, the student should use ___. (A) binoculars (B) goggles (C) a microscope (D) a hand lens",science,1,1,,,,,,
VASoL_2007_3_1,1,1,A,1,0,Virginia Standards of Learning - Science,3,2007,"What are adult cardinals able to do that baby cardinals are unable to do?
 
 A Fly
 B Make noise
 C Breathe air
 D Sleep",Science,,0,,,,,,
VASoL_2007_3_1,1,1,A,1,0,Virginia Standards of Learning - Science,3,2007,What are adult cardinals able to do that baby cardinals are unable to do? (A) Fly (B) Make noise (C) Breathe air (D) Sleep,Science,1,0,,,,,,
VASoL_2007_3_1,1,1,A,1,0,Virginia Standards of Learning - Science,3,2007,What are adult cardinals able to do that baby cardinals are unable to do?    (A) Fly (B) Make noise (C) Breathe air (D) Sleep,Science,1,0,,,,,,
VASoL_2007_3_13,13,1,C,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these is an example of liquid water?
 
 A Frost
 B Ice
 C Rain
 D Steam",Science,,1,,,,,,
VASoL_2007_3_13,13,1,C,1,0,Virginia Standards of Learning - Science,3,2007,Which of these is an example of liquid water?    (A) Frost (B) Ice (C) Rain (D) Steam,Science,,1,,,,,,
VASoL_2007_3_15,15,1,C,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these warms most of the air, water, and land on Earth?
 
 A Coal
 B Electricity
 C Sunlight
 D Wind",Science,,0,,,,,,
VASoL_2007_3_15,15,1,C,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these warms most of the air, water, and land on Earth? (A) Coal (B) Electricity (C) Sunlight (D) Wind",Science,1,1,,,,,,
VASoL_2007_3_15,15,1,C,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these warms most of the air, water, and land on Earth?    (A) Coal (B) Electricity (C) Sunlight (D) Wind",Science,1,0,,,,,,
VASoL_2007_3_18,18,1,H,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these does the MOST harm to the air?
 
 F Chopping down trees with an ax in the backyard
 G Collecting fall leaves
 H Cutting grass with a gas-powered lawnmower
 J Picking colorful wildflowers along the highway",Science,,1,,,,,,
VASoL_2007_3_18,18,1,C,1,0,Virginia Standards of Learning - Science,3,2007,Which of these does the MOST harm to the air? (A) Chopping down trees with an ax in the backyard (B) Collecting fall leaves (C) Cutting grass with a gas-powered lawnmower (D) Picking colorful wildflowers along the highway,Science,1,0,,,,,,
VASoL_2007_3_18,18,1,C,1,0,Virginia Standards of Learning - Science,3,2007,Which of these does the MOST harm to the air?    (A) Chopping down trees with an ax in the backyard (B) Collecting fall leaves (C) Cutting grass with a gas-powered lawnmower (D) Picking colorful wildflowers along the highway,Science,1,1,,,,,,
VASoL_2007_3_22,22,1,A,1,0,Virginia Standards of Learning - Science,3,2007,Barry collected four different rocks. The rock with the GREATEST mass will feel the    (A) heaviest (B) smoothest (C) sharpest (D) hardest,Science,1,0,,,,,,
VASoL_2007_3_23,23,1,C,1,0,Virginia Standards of Learning - Science,3,2007,A dog gets the energy it needs to run from    (A) the air (B) the Sun (C) food (D) water,Science,1,1,,,,,,
VASoL_2007_3_30,30,1,B,1,0,Virginia Standards of Learning - Science,3,2007,"A summer day begins with a clear, sunny sky. Then, dark clouds form in the afternoon. What type of weather will MOST likely happen next?     (A) Sleet and snow (B) Rain and thunder (C) Wind and snow (D) Fog and wind",Science,1,0,,,,,,
VASoL_2007_3_30,30,1,G,1,0,Virginia Standards of Learning - Science,3,2007,"A summer day begins with a clear, sunny sky. Then, dark clouds form in the afternoon. What type of weather will MOST likely happen next? 
 
 F Sleet and snow
 G Rain and thunder
 H Wind and snow
 J Fog and wind",Science,1,0,,,,,,
VASoL_2007_3_31,31,1,A,1,0,Virginia Standards of Learning - Science,3,2007,"If a wooded area is cleared and corn is planted, what will MOST likely happen?    (A) Animal habitats will be destroyed. (B) The air will become polluted. (C) Weather patterns will change. (D) Underground streams will get polluted.",Science,1,1,,,,,,
VASoL_2007_3_32,32,1,B,1,0,Virginia Standards of Learning - Science,3,2007,Cows are farm animals that eat only plants. Which of these kinds of living things is a cow?    (A) Decomposer (B) Herbivore (C) Carnivore (D) Producer,Science,1,1,,,,,,
VASoL_2007_3_32,32,1,G,1,0,Virginia Standards of Learning - Science,3,2007,"Cows are farm animals that eat only plants. Which of these kinds of living things is a cow?
 
 F Decomposer
 G Herbivore
 H Carnivore
 J Producer",Science,,0,,,,,,
VASoL_2007_3_33,33,1,B,1,0,Virginia Standards of Learning - Science,3,2007,"Which of these causes the MOST evaporation of water from a lake?
 
 A Freezing of the lake
 B Heat from the Sun
 C Melting snow forming streams
 D Volcanic activity near the lake",Science,,1,,,,,,
VASoL_2007_3_33,33,1,B,1,0,Virginia Standards of Learning - Science,3,2007,Which of these causes the MOST evaporation of water from a lake? (A) Freezing of the lake (B) Heat from the Sun (C) Melting snow forming streams (D) Volcanic activity near the lake,Science,1,1,,,,,,
VASoL_2007_3_33,33,1,B,1,0,Virginia Standards of Learning - Science,3,2007,Which of these causes the MOST evaporation of water from a lake?    (A) Freezing of the lake (B) Heat from the Sun (C) Melting snow forming streams (D) Volcanic activity near the lake,Science,1,0,,,,,,
VASoL_2007_3_35,35,1,A,1,0,Virginia Standards of Learning - Science,3,2007,"When a tadpole grows, its gills change into lungs. What does it now need to survive?
 
 A Air
 B Water
 C Soil
 D Fins",Science,,0,,,,,,
VASoL_2007_3_35,35,1,A,1,0,Virginia Standards of Learning - Science,3,2007,"When a tadpole grows, its gills change into lungs. What does it now need to survive?    (A) Air (B) Water (C) Soil (D) Fins",Science,1,0,,,,,,
VASoL_2007_3_36,36,1,D,1,0,Virginia Standards of Learning - Science,3,2007,A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?    (A) Gallons (B) Liters (C) Miles (D) Centimeters,Science,1,0,,,,,,
VASoL_2007_3_36,36,1,J,1,0,Virginia Standards of Learning - Science,3,2007,"A student wants to cut a piece of string for a class activity. The length of the string is measured BEST in which units?
 
 F Gallons
 G Liters
 H Miles
 J Centimeters",Science,1,1,,,,,,
VASoL_2007_3_6,6,1,C,1,0,Virginia Standards of Learning - Science,3,2007,A wetland habitat can continue to support the birds and fish that live there if people    (A) drain the water away (B) flood the highest parts of the land (C) leave the land alone (D) use the land for planting crops,Science,1,0,,,,,,
VASoL_2007_3_8,8,1,D,1,0,Virginia Standards of Learning - Science,3,2007,Which sense is used to tell if there is sugar in a glass of tea?    (A) Touch (B) Hearing (C) Smell (D) Taste,Science,1,0,,,,,,
VASoL_2007_5_10,10,1,B,1,0,Virginia Standards of Learning - Science,5,2007,Which object helps people understand what makes up white light?    (A) Barometer (B) Prism (C) Microscope (D) Thermometer,Science,1,0,,,,,,
VASoL_2007_5_12,12,1,F,1,0,Virginia Standards of Learning - Science,5,2007,"Which of these best describes the relationship between Earth’s layers?
 
 F The hottest layers are closest to the core.
 G The more liquid layers are closest to the crust.
 H The lightest layers are closest to the core.
 J The more metallic layers are closest to the crust.",Science,,1,,,,,,
VASoL_2007_5_12,12,1,A,1,0,Virginia Standards of Learning - Science,5,2007,Which of these best describes the relationship between Earth’s layers?    (A) The hottest layers are closest to the core. (B) The more liquid layers are closest to the crust. (C) The lightest layers are closest to the core. (D) The more metallic layers are closest to the crust.,Science,,1,,,,,,
VASoL_2007_5_17,17,1,D,1,0,Virginia Standards of Learning - Science,5,2007,Which of these shows how frozen water changes as the temperature of the air increases? (A) Gas → liquid → solid (B) Solid → gas → liquid (C) Liquid → gas → solid (D) Solid → liquid → gas,Science,1,0,,,,,,
VASoL_2007_5_17,17,1,D,1,0,Virginia Standards of Learning - Science,5,2007,Which of these shows how frozen water changes as the temperature of the air increases?    (A) Gas → liquid → solid (B) Solid → gas → liquid (C) Liquid → gas → solid (D) Solid → liquid → gas,Science,1,0,,,,,,
VASoL_2007_5_18,18,1,D,1,0,Virginia Standards of Learning - Science,5,2007,"A group of students was preparing an activity to determine whether certain materials will float or sink when placed on water. Before the experiment started, one student said, “I think the sponge will float.” This statement was    (A) a conclusion (B) a fact (C) an observation (D) a prediction",Science,1,0,,,,,,
